DATE,NENGSP
1997-01-01,49819.2
1998-01-01,51822.1
1999-01-01,53685.2
2000-01-01,56527.5
2001-01-01,59607.2
2002-01-01,61417.3
2003-01-01,66402.1
2004-01-01,70469.2
2005-01-01,74564.5
2006-01-01,78813.8
2007-01-01,83834.8
2008-01-01,85628.0
2009-01-01,86870.4
2010-01-01,91561.5
2011-01-01,99921.1
2012-01-01,102725.9
2013-01-01,107260.7
2014-01-01,111945.9
2015-01-01,116514.6
2016-01-01,118145.9
2017-01-01,121946.3
2018-01-01,126922.7
2019-01-01,131352.4
2020-01-01,133439.0
