DATE,CONGSP
1997-01-01,136898.7
1998-01-01,150330.0
1999-01-01,163763.3
2000-01-01,180063.2
2001-01-01,186695.8
2002-01-01,190019.0
2003-01-01,196126.5
2004-01-01,204167.2
2005-01-01,220783.7
2006-01-01,232646.7
2007-01-01,248446.5
2008-01-01,258871.7
2009-01-01,251227.7
2010-01-01,258300.2
2011-01-01,267516.1
2012-01-01,276823.1
2013-01-01,292140.5
2014-01-01,309542.6
2015-01-01,320721.1
2016-01-01,329911.7
2017-01-01,348898.1
2018-01-01,371424.6
2019-01-01,392218.0
2020-01-01,382584.7
