DATE,MTNGSP
1997-01-01,19290.4
1998-01-01,20429.1
1999-01-01,20812.2
2000-01-01,21876.7
2001-01-01,22847.6
2002-01-01,23942.1
2003-01-01,25714.9
2004-01-01,28160.5
2005-01-01,30875.8
2006-01-01,33166.1
2007-01-01,36233.2
2008-01-01,37224.9
2009-01-01,36187.8
2010-01-01,38336.1
2011-01-01,40995.1
2012-01-01,42340.9
2013-01-01,43687.9
2014-01-01,45177.2
2015-01-01,46604.1
2016-01-01,45490.9
2017-01-01,48439.5
2018-01-01,50903.8
2019-01-01,51789.3
2020-01-01,51508.8
