DATE,AKNGSP
1997-01-01,25810.8
1998-01-01,24227.5
1999-01-01,24744.3
2000-01-01,26806.6
2001-01-01,28494.1
2002-01-01,29756.8
2003-01-01,32037.9
2004-01-01,35302.4
2005-01-01,40356.6
2006-01-01,45094.1
2007-01-01,49583.7
2008-01-01,55122.5
2009-01-01,49957.8
2010-01-01,53331.6
2011-01-01,56896.3
2012-01-01,58283.6
2013-01-01,57247.7
2014-01-01,56484.9
2015-01-01,51490.9
2016-01-01,50727.7
2017-01-01,53089.3
2018-01-01,54711.7
2019-01-01,54547.1
2020-01-01,49820.0
