DATE,KYNGSP
1997-01-01,104546.2
1998-01-01,109382.3
1999-01-01,115106.8
2000-01-01,114169.2
2001-01-01,117647.9
2002-01-01,122435.3
2003-01-01,127982.2
2004-01-01,135529.3
2005-01-01,145011.1
2006-01-01,153408.4
2007-01-01,157163.7
2008-01-01,159883.8
2009-01-01,157479.8
2010-01-01,166408.7
2011-01-01,171586.9
2012-01-01,178143.7
2013-01-01,184524.4
2014-01-01,187983.8
2015-01-01,193413.1
2016-01-01,196484.9
2017-01-01,201555.0
2018-01-01,208250.3
2019-01-01,216101.5
2020-01-01,212539.6
