DATE,NJNGSP
1997-01-01,307817.1
1998-01-01,319861.3
1999-01-01,336064.9
2000-01-01,361005.4
2001-01-01,373698.0
2002-01-01,386132.5
2003-01-01,400984.7
2004-01-01,414848.6
2005-01-01,435736.7
2006-01-01,457593.1
2007-01-01,474867.9
2008-01-01,496227.2
2009-01-01,482458.9
2010-01-01,492762.4
2011-01-01,495965.8
2012-01-01,517195.9
2013-01-01,534177.8
2014-01-01,542842.8
2015-01-01,563233.8
2016-01-01,575501.0
2017-01-01,586374.6
2018-01-01,613508.7
2019-01-01,639436.7
2020-01-01,618579.3
