DATE,LANGSP
1997-01-01,116313.2
1998-01-01,120198.1
1999-01-01,125807.3
2000-01-01,132640.8
2001-01-01,137901.2
2002-01-01,139800.9
2003-01-01,155092.4
2004-01-01,171006.1
2005-01-01,199594.7
2006-01-01,207773.8
2007-01-01,203041.0
2008-01-01,212392.4
2009-01-01,204906.9
2010-01-01,225308.9
2011-01-01,229945.0
2012-01-01,235384.7
2013-01-01,230832.5
2014-01-01,240737.3
2015-01-01,235113.5
2016-01-01,227090.7
2017-01-01,241704.2
2018-01-01,255810.3
2019-01-01,254562.0
2020-01-01,235437.4
