DATE,ARNGSP
1997-01-01,59846.3
1998-01-01,62396.7
1999-01-01,66811.3
2000-01-01,68678.5
2001-01-01,70616.7
2002-01-01,74113.9
2003-01-01,78695.1
2004-01-01,85199.6
2005-01-01,90887.7
2006-01-01,95875.1
2007-01-01,98381.6
2008-01-01,99706.8
2009-01-01,97508.1
2010-01-01,101486.5
2011-01-01,105768.1
2012-01-01,108492.1
2013-01-01,113227.3
2014-01-01,116139.4
2015-01-01,117786.8
2016-01-01,119152.4
2017-01-01,122350.2
2018-01-01,127306.5
2019-01-01,130839.9
2020-01-01,130750.7
