DATE,HINGSP
1997-01-01,37707.4
1998-01-01,37622.9
1999-01-01,38990.6
2000-01-01,41096.8
2001-01-01,42585.4
2002-01-01,44644.2
2003-01-01,48166.1
2004-01-01,52353.5
2005-01-01,57369.4
2006-01-01,60846.5
2007-01-01,64163.6
2008-01-01,65678.2
2009-01-01,64549.7
2010-01-01,66872.9
2011-01-01,69083.9
2012-01-01,71905.3
2013-01-01,74554.9
2014-01-01,76773.3
2015-01-01,81230.3
2016-01-01,83914.4
2017-01-01,87177.8
2018-01-01,90276.4
2019-01-01,91781.1
2020-01-01,82884.6
