DATE,OKNGSP
1997-01-01,79044.4
1998-01-01,81196.9
1999-01-01,84223.9
2000-01-01,91093.9
2001-01-01,97059.6
2002-01-01,99479.2
2003-01-01,105713.5
2004-01-01,113873.8
2005-01-01,125081.6
2006-01-01,137436.5
2007-01-01,145752.1
2008-01-01,160763.7
2009-01-01,146633.0
2010-01-01,154287.4
2011-01-01,166235.8
2012-01-01,174874.4
2013-01-01,182694.7
2014-01-01,196631.6
2015-01-01,186815.6
2016-01-01,181244.4
2017-01-01,190674.5
2018-01-01,202466.6
2019-01-01,203699.7
2020-01-01,188056.6
