DATE,ALNGSP
1997-01-01,104811.9
1998-01-01,110212.0
1999-01-01,115680.1
2000-01-01,119851.7
2001-01-01,122915.5
2002-01-01,127505.0
2003-01-01,134152.6
2004-01-01,147715.2
2005-01-01,158846.8
2006-01-01,166469.0
2007-01-01,172975.2
2008-01-01,174526.3
2009-01-01,170930.9
2010-01-01,177249.2
2011-01-01,183916.6
2012-01-01,189245.5
2013-01-01,194786.9
2014-01-01,197406.9
2015-01-01,202372.4
2016-01-01,207368.4
2017-01-01,215085.9
2018-01-01,224046.9
2019-01-01,231171.8
2020-01-01,226896.5
